review,filtered
"Tempatnya bagus, buat anak² cocok buat dewasa juga cocok
Boleh pegang hewannya, tapi ada beberapa hewan yg gak boleh dipegang mungkin karna masih galak …","['bagus', 'anak', 'cocok', 'dewasa', 'cocok', 'pegang', 'hewan', 'hewan', 'yg', 'gak', 'pegang', 'karna', 'galak', '']"
"Salah satu tempat wisata yang cocok untuk keluarga, bnyak spot foto cantik disini, ada juga beberapa bintang yang bisa kalian jumpai.. Untuk htm dewasa 30rb/orang biaya parkir motor 3rb. Ada kafe juga di dalamnya. Jarak dari kota jogja sekitar 40 menit","['salah', 'wisata', 'cocok', 'keluarga', 'bnyak', 'spot', 'foto', 'cantik', 'bintang', 'jumpa', 'htm', 'dewasa', 'rborang', 'biaya', 'parkir', 'motor', 'rb', 'kafe', 'jarak', 'kota', 'jogja', 'menit']"
"Naik kuda 20.000 hewan lumayan banyak, bisa foto dg binatang memberi makan kambing,kelinci,menyusui kambing kecil dg dot... Cocok untuk wisata keluarga","['kuda', 'hewan', 'lumayan', 'foto', 'dg', 'binatang', 'makan', 'kambingkelincimenyusui', 'kambing', 'dg', 'dot', 'cocok', 'wisata', 'keluarga']"
"Tempat wisata di kaliurang yang cakep. Tiket masuk 35rb, parkir mobil 10rb
Ada mini zoo, bisa berinteraksi langsung sama hewannya dan ngasih makan cuma di beberapa kandang hewan baunya terlalu menyengat jadi bikin gk betah. Yang bikin …","['wisata', 'kaliurang', 'cakep', 'tiket', 'masuk', 'rb', 'parkir', 'mobil', 'rb', 'mini', 'zoo', 'interaksi', 'langsung', 'hewan', 'ngasih', 'makan', 'kandang', 'hewan', 'bau', 'sengat', 'bikin', 'gk', 'betah', 'bikin', '']"
"Sepi bgt pas ke sana...
spot foto banyak dan bagus berasa kayak di luar negri.
Ada penyewaan baju juga. …","['sepi', 'bgt', 'pas', 'spot', 'foto', 'bagus', 'asa', 'kayak', 'negri', 'sewa', 'baju', '']"
"Tempat yang asyik untuk mengenal beberapa jenis binatang di mini zoo, juga banyak spot selfie di area Langlang Buana. Cocok untuk didatangi keluarga dengan anak-anak.","['asyik', 'kenal', 'jenis', 'binatang', 'mini', 'zoo', 'spot', 'selfie', 'area', 'langlang', 'buana', 'cocok', 'keluarga', 'anakanak']"
"📍 lokasi mudah ditemukan dengan gmaps, wisata dengan konsep swafoto dan mini zoo yang bersih dan sejuk. …","['', 'lokasi', 'mudah', 'temu', 'gmaps', 'wisata', 'konsep', 'swafoto', 'mini', 'zoo', 'bersih', 'sejuk', '']"
Keren2 spot foto nya,"['keren', 'spot', 'foto', 'nya']"
"Untuk spot fotonya cukup menarik, cuma beberapa kandang hewan terlihat kurang terawat, mungkin maintenance perlu ditingkatkan. Untuk stroller atau kursi roda butuh effort, kurang cocok ya untuk explore disini..semoga makin baik ke depannya..","['spot', 'foto', 'tarik', 'kandang', 'hewan', 'lihat', 'awat', 'maintenance', 'tingkat', 'stroller', 'kursi', 'roda', 'butuh', 'effort', 'cocok', 'ya', 'explore', 'disinisemoga']"
Bagus untuk anak-anak dan remaja yang mau belajar mengenai peternakan dan perkebunan 😊👍 sangat menghibur sekali …,"['bagus', 'anakanak', 'remaja', 'ajar', 'kena', 'terna', 'kebun', '', 'hibur', '']"
"tiket masuk 30k buka jam 9 pagi..
disarankan dateng jam 10an ajha pas sebagian binatang udah dikasih makan,jadi bisa diajak main binatangnya.. …","['tiket', 'masuk', 'k', 'buka', 'jam', 'pagi', 'saran', 'dateng', 'jam', 'an', 'ajha', 'pas', 'binatang', 'udah', 'kasih', 'makanjadi', 'ajak', 'main', 'binatang', '']"
"Luas, bersih banget, bayar masuk per orang 20.000 oke laah karna tiket masuk bisa ditukar dg susu segar yg rasanya enak banget 👍👍👍 …","['luas', 'bersih', 'banget', 'bayar', 'masuk', 'orang', 'oke', 'laah', 'karna', 'tiket', 'masuk', 'tukar', 'dg', 'susu', 'segar', 'yg', 'enak', 'banget', '', '']"
"Wisata edukatif buat anak2, cocok buat keluarga, memberi makan kelinci, kambing, kuda dan arena outbound tersedia disini. Terdapat ular phyton besar juga dan rusa. Bagus buat melatih keberanian anak dan mengenalkan jenis2 binatang disini.","['wisata', 'edukatif', 'anak', 'cocok', 'keluarga', 'makan', 'kelinci', 'kambing', 'kuda', 'arena', 'outbound', 'sedia', 'ular', 'phyton', 'rusa', 'bagus', 'latih', 'berani', 'anak', 'kenal', 'jenis', 'binatang']"
"bayarnya murah cuma 30rbu ,bisa keliling ada hewannya juga buat foto juga keren ada ala"" santorini juga bisa puas lahh ftonya","['bayar', 'murah', 'rbu', 'keliling', 'hewan', 'foto', 'keren', 'ala', 'santorini', 'puas', 'lahh', 'ftonya']"
Suka. Yang pasti tempat rekreasi murah dan asik buat anak anak. Lingkungan sejuk. Anak saya paling suka di STAN umbaran kelinci. Dimana anak anak bisa memberi makan kelinci,"['suka', 'rekreasi', 'murah', 'asik', 'anak', 'anak', 'lingkung', 'sejuk', 'anak', 'suka', 'stan', 'umbar', 'kelinci', 'anak', 'anak', 'makan', 'kelinci']"
"tempat hiburan bagi anak"" sekaligus belajar tuk mengenal jenis"" hewan,, yg ada& edukasi bgi mereka,agar lbih mncintai,tahu cara merawaty,, karna bisa berinteraksi langsung dgn hewannya dgn aman,serta panduan komplit guide nye👍👍 …","['hibur', 'anak', 'ajar', 'tuk', 'kenal', 'jenis', 'hewan', 'yg', 'edukasi', 'bgi', 'merekaagar', 'lbih', 'mncintaitahu', 'merawaty', 'karna', 'interaksi', 'langsung', 'dgn', 'hewan', 'dgn', 'amanserta', 'pandu', 'komplit', 'guide', 'nye', '']"
"Tempat yg instagramable.
Bny spot foto menarik, walau saya cuma nganter keluarga dari Bandung yg sdg berlibur ke Yogya. …","['yg', 'instagramable', 'bny', 'spot', 'foto', 'tarik', 'nganter', 'keluarga', 'bandung', 'yg', 'sdg', 'libur', 'yogya', '']"
Tempatnya Luas cocok untuk anak anak kecil untuk mengenalkan pada binatang. untuk tempat makanya tapi kurang lengkap.,"['luas', 'cocok', 'anak', 'anak', 'kenal', 'binatang', 'lengkap']"
Nihh tmpt edukasi yg bagus bgt dn gak mahal cocok ksni bawa anak2😘pasti betah dsni. …,"['nihh', 'tmpt', 'edukasi', 'yg', 'bagus', 'bgt', 'dn', 'gak', 'mahal', 'cocok', 'ksni', 'bawa', 'anak pasti', 'betah', 'dsni', '']"
"Tempat yg sangat cocok untuk berlibur bersama keluarga, terutama yg bawa anak kecil. Jangan lupa bawa topi, payung dan air putih yaa.","['yg', 'cocok', 'libur', 'keluarga', 'utama', 'yg', 'bawa', 'anak', 'lupa', 'bawa', 'topi', 'payung', 'air', 'putih', 'yaa']"
Tempat wisata yg cocok utk keluarga terutama yg punya anak kecil. Pilihan setelah gembiraloka😅 …,"['wisata', 'yg', 'cocok', 'utk', 'keluarga', 'utama', 'yg', 'anak', 'pilih', 'gembiraloka', '']"
"Sayang ngga bisa keliling ke semua spot, btw ini tempat paket kumplit apalagi ada spot zoo nya anak2 pasti senang ksini","['sayang', 'ngga', 'keliling', 'spot', 'btw', 'paket', 'kumplit', 'spot', 'zoo', 'nya', 'anak', 'senang', 'ksini']"
"Tempatnya luas, ada binatang2.. Ada tempat foto2 yg instagramable.. Cuma kl pas rame Susah foto2..","['luas', 'binatang', 'foto', 'yg', 'instagramable', 'kl', 'pas', 'rame', 'susah', 'foto']"
"Tempat wisata baru di kali urang .
Di kelola oleh swasta.
Tempatny bagus ,sejuk,,ada taman yg asri ,di lengkapi beberapa hewan ... …","['wisata', 'kali', 'urang', 'kelola', 'swasta', 'tempatny', 'bagus', 'sejukada', 'taman', 'yg', 'asri', 'lengkap', 'hewan', '']"
"Wisata edukasi untuk keluarga, ada minizoo, kuliner, tempat foto yg instragramable. Sayang bawa kamera harus bayar 50 ribu. Tiket masuk 25 klo ga salah d weekend","['wisata', 'edukasi', 'keluarga', 'minizoo', 'kuliner', 'foto', 'yg', 'instragramable', 'sayang', 'bawa', 'kamera', 'bayar', 'ribu', 'tiket', 'masuk', 'klo', 'ga', 'salah', 'd', 'weekend']"
Lokasinya ga sulit gampang dijangkau karena dekat dengan jalan raya. Untuk harga tiket masih terjangkau di harga 30K. Suasana masih asri banyak spot foto di santorininya. Datang di hari kerja ga banyak pengunjungnya jadi masih bebas buat eksplor. Untuk aviary nya masih sedikit tapi sangat terawat,"['lokasi', 'ga', 'sulit', 'gampang', 'jangkau', 'jalan', 'raya', 'harga', 'tiket', 'jangkau', 'harga', 'k', 'suasana', 'asri', 'spot', 'foto', 'santorininya', 'kerja', 'ga', 'unjung', 'bebas', 'eksplor', 'aviary', 'nya', 'awat']"
AGRO BHUMI MY FAVVVV gila seru banget experiencenya kesana (gak diendorse sumpah) kalo ada sepupu anak anak kecil cocok deh dibawa kesini. HTM cuma 30k an dan mudah diakses dari jakal ke arah merapi tinggal belok kanan dikit udah sampe. Di …,"['agro', 'bhumi', 'my', 'favvvv', 'gila', 'seru', 'banget', 'experiencenya', 'kesana', 'gak', 'diendorse', 'sumpah', 'kalo', 'sepupu', 'anak', 'anak', 'cocok', 'deh', 'bawa', 'kesini', 'htm', 'k', 'an', 'mudah', 'akses', 'jakal', 'arah', 'rapi', 'tinggal', 'belok', 'kanan', 'dikit', 'udah', 'sampe', '']"
"Rekomendasi sekali untuk anak
Karena anak bisa mengenal bermacam macam binatang dan ada spot fto yg viral bgt lo d media sosial","['rekomendasi', 'anak', 'anak', 'kenal', 'binatang', 'spot', 'fto', 'yg', 'viral', 'bgt', 'lo', 'd', 'media', 'sosial']"
"Tempatnya Cozy banget, cocok untung yang ingin Hunting Foto sekaligus ajak anak bermain. Karena adanya taman dan banyaknya spot spot untuk objek berfoto. Tiket masuk 25rb/org.","['cozy', 'banget', 'cocok', 'untung', 'hunting', 'foto', 'ajak', 'anak', 'main', 'taman', 'spot', 'spot', 'objek', 'foto', 'tiket', 'masuk', 'rborg']"
"Tiap kali ke jogja pasti sempetin main kesini, lumayan bagus. Terakhir kesini bawa keponakan umur 2 tahun dia happy sekali krn ada semacam mini zoo gt.","['kali', 'jogja', 'sempetin', 'main', 'kesini', 'lumayan', 'bagus', 'kesini', 'bawa', 'keponakan', 'umur', 'happy', 'krn', 'mini', 'zoo', 'gt']"
"Keren sekali.. Cocok untuk anak2 bermain kesana.., memperkenalkan jenis2 binatang secara langsung..","['keren', 'cocok', 'anak', 'main', 'kesana', 'kenal', 'jenis', 'binatang', 'langsung']"
kesini pas siang lagi panas2nya tapi bikin hasil jepretan tambah mantep. sesekali naduh dulu ya ga overheat hpnya hehe,"['kesini', 'pas', 'siang', 'panas', 'bikin', 'hasil', 'jepret', 'mantep', 'sekal', 'naduh', 'ya', 'ga', 'overheat', 'hpnya', 'hehe']"
"2 kata Worth it. Tiket masuk 35 sangat lah worth it cuy hewan nya beneran beragam sekali bahkan ada kura kura yang lumayan langka serta ada komodo burung unta. Amazing cuy, cuman sayang kandangnya ada yang baunya agak kurang terutama yang …","['worth', 'it', 'tiket', 'masuk', 'worth', 'it', 'cuy', 'hewan', 'nya', 'beneran', 'agam', 'kura', 'kura', 'lumayan', 'langka', 'komodo', 'burung', 'unta', 'amazing', 'cuy', 'cuman', 'sayang', 'kandang', 'bau', 'utama', '']"
nah...bagi yang suka foto boleh nyobain di tempat 1 ini.tempat nya sich kecil tapi banyak banget spot2 untuk foto nya.ada taman fauna nya juga untuk yang bawa anak2.,"['nahbagi', 'suka', 'foto', 'nyobain', 'initempat', 'nya', 'sich', 'banget', 'spot', 'foto', 'nyaada', 'taman', 'fauna', 'nya', 'bawa', 'anak']"
"Oke sih buat foto-foto, tapi emang panas aja tempatnya","['oke', 'sih', 'fotofoto', 'emang', 'panas', 'aja']"
"Tempatnya asyik, bisa buat bermain sekaligus edukasi untuk anak anak. Ada wahana naik kuda, aneka satwa, pengolahan kopi dll.","['asyik', 'main', 'edukasi', 'anak', 'anak', 'wahana', 'kuda', 'aneka', 'satwa', 'olah', 'kopi', 'dll']"
"Tempat ini sangat cocok untuk rekreasi bersama keluarga. Banyak spot foto kekinian. Ada banyak juga hewan2 seperti burung, kelinci, dan kambing. Sangat pas untuk mengajak sikecil rekreasi. Tempat ini juga banyak pohon rindang. Sangat recomended untuk merefresh pikiran","['cocok', 'rekreasi', 'keluarga', 'spot', 'foto', 'hewan', 'burung', 'kelinci', 'kambing', 'pas', 'ajak', 'sikecil', 'rekreasi', 'pohon', 'rindang', 'recomended', 'merefresh', 'pikir']"
"Tempat berrekreasi bagi keluarga yang cukup unik, ada berbagai macam hewan yang tersedia dalam kebun binatang mini yang cukup luas. Dan ada juga lang lang buana yang bisa poyo poto serasa diluar negeri. …","['rekreasi', 'keluarga', 'unik', 'hewan', 'sedia', 'kebun', 'binatang', 'mini', 'luas', 'lang', 'lang', 'buana', 'poyo', 'poto', 'serasa', 'negeri', '']"
"Tempatnya luas sejuk,uda ada mini zoo nya jg.jd bisa ada 2 spot untuk foto2 instagramable  untuk emak2/ayahnya.juga bisa untuk edukasi ttng hewan unk anak juga ada.karena ada mini zoo..","['luas', 'sejukuda', 'mini', 'zoo', 'nya', 'jgjd', 'spot', 'foto', 'instagramable', 'emakayahnyajuga', 'edukasi', 'ttng', 'hewan', 'unk', 'anak', 'adakarena', 'mini', 'zoo']"
"Parkir.
Parkir luas banget, bisa 40motor dan 15mobil.
Jalan juga mudah diakses. …","['parkir', 'parkir', 'luas', 'banget', 'motor', 'mobil', 'jalan', 'mudah', 'akses', '']"
"Terakhir kesana 1 tahun yang lalu masih dalam tahap pembangunan. Tiket masuk cukup murah, cuma kalau mau naik kuda harus rela antri cukup banyak apalagi saat musim liburan. Tempat yang cocok untuk membawa anak2, wisata edukasi untuk mengenal alam sekitar dan binatang. Tempat parkir cukup luas dan akses jalan yang mudah.","['kesana', 'tahap', 'bangun', 'tiket', 'masuk', 'murah', 'kuda', 'rela', 'antri', 'musim', 'libur', 'cocok', 'bawa', 'anak', 'wisata', 'edukasi', 'kenal', 'alam', 'binatang', 'parkir', 'luas', 'akses', 'jalan', 'mudah']"
"aaa wisata rekreasi yang cocok banget buat family maupun anak anak. tiket masuknya setiap orang cuma 35rb, di dalamnya banyak tempat makan dan juga hewan hewan yang gemay, dan spot foto idaman para ibunda ataupun emak emak😍🥰 …","['aaa', 'wisata', 'rekreasi', 'cocok', 'banget', 'family', 'anak', 'anak', 'tiket', 'masuk', 'orang', 'rb', 'makan', 'hewan', 'hewan', 'gemay', 'spot', 'foto', 'idam', 'ibunda', 'emak', 'emak', '']"
Harga tiket 35k. Tempatnya tidak terlalu luas dan agak sepi bahkan saat weekend. Mungkin karena lokasi jauh dari pusat kota. Banyak spot foto yang bagus ( santorini dll) ada mini zoo juga. Disini kita bisa berinteraksi dengan hewan tanpa …,"['harga', 'tiket', 'k', 'luas', 'sepi', 'weekend', 'lokasi', 'pusat', 'kota', 'spot', 'foto', 'bagus', 'santorini', 'dll', 'mini', 'zoo', 'interaksi', 'hewan', '']"
"Tempat wisata yang cocok untuk keluarga, terutama yang masih memiliki anak kecil.
Saran saja... …","['wisata', 'cocok', 'keluarga', 'utama', 'milik', 'anak', 'saran', '']"
"Wisata keluarga yang komplit..mulai dr mini zoo, Spot foto dan jg tempat nongkrong cafe n es cream","['wisata', 'keluarga', 'komplitmulai', 'dr', 'mini', 'zoo', 'spot', 'foto', 'jg', 'nongkrong', 'cafe', 'n', 'es', 'cream']"
"Buat wisata edukasi anak sekaligus foto² selfi buat emaknya, farm mini anak² bisa kasih makan kelinci², ngasih susu ke domba, dan juga bisa naik kuda. Naik kuda dlu 20ribu. Banyak spot foto dan ada hewan melata jg di pojokan","['wisata', 'edukasi', 'anak', 'foto', 'selfi', 'emaknya', 'farm', 'mini', 'anak', 'kasih', 'makan', 'kelinci', 'ngasih', 'susu', 'domba', 'kuda', 'kuda', 'dlu', 'ribu', 'spot', 'foto', 'hewan', 'lata', 'jg', 'pojok']"
"Kejogja bersama kami

Wa 082242668419 …","['kejogja', 'wa', '']"
Adem . Banyak tempat santai . Musholla tersedia . Dan banyak hewan hewan untuk di lihat anak anak .,"['adem', 'santai', 'musholla', 'sedia', 'hewan', 'hewan', 'lihat', 'anak', 'anak']"
HTM 30K doang udah Bisa rekreasi sambil liat satwa satwa langka.. Disana juga ada spot foto kayak di santorini hahahaa...,"['htm', 'k', 'doang', 'udah', 'rekreasi', 'liat', 'satwa', 'satwa', 'langka', 'spot', 'foto', 'kayak', 'santorini', 'hahahaa']"
"wisata di daerah kaliurang.. udara sejuk yang sangat enak untuk di datangi d waktu anda berlibur.. tersedia banyak spot wahana seperti reptil, burung, cafe, berkuda, memberi makan hewan, santorini dll","['wisata', 'daerah', 'kaliurang', 'udara', 'sejuk', 'enak', 'd', 'libur', 'sedia', 'spot', 'wahana', 'reptil', 'burung', 'cafe', 'kuda', 'makan', 'hewan', 'santorini', 'dll']"
"Datang pertama kali tahun 2021.. tempatnya masih baru, jadi masih bagus2 spot fotonya..terutama diarea ""Santorini""
Tapi datsng lagi setahun berikutnya suasana sudah sedikit berbeda. Cat2 tembok …","['kali', 'bagus', 'spot', 'fotonyaterutama', 'area', 'santorini', 'datsng', 'suasana', 'beda', 'cat', 'tembok', '']"
"Wakakakakak...
Kemaren (020519) pertama kali saya berkunjung ketempat ini, dan saya kebablasen sampai parkiran Bus, karena gak ada tanda pintu masuk dan parkiran motornya... …","['wakakakakak', 'kemaren', 'kali', 'kunjung', 'kebablasen', 'parkir', 'bus', 'gak', 'tanda', 'pintu', 'masuk', 'parkir', 'motor', '']"
"Lokasi luas,tiket masuk 25k parkir 3k. Ada berbagai macam hewan dari kucing,kelinci,kira2,ular,kambing,merpati bahkan rusa. Ada spot foto kece dan asri bangett utk liburan. Skrg karena covid ada penerapan protokol kesehatan, wajib masker, handsanitizer dan cek suhu. Best! Jgn lupa jaga jarak","['lokasi', 'luastiket', 'masuk', 'k', 'parkir', 'k', 'hewan', 'kucingkelincikiraularkambingmerpati', 'rusa', 'spot', 'foto', 'kece', 'asri', 'bangett', 'utk', 'libur', 'skrg', 'covid', 'terap', 'protokol', 'sehat', 'wajib', 'masker', 'handsanitizer', 'cek', 'suhu', 'best', 'jgn', 'lupa', 'jaga', 'jarak']"
"tempatnya bagus, tiket msuknya cm 35k bisa foto di smua spot foto, tmpatnya bersih jg bnyak hewan""nya, hrs pagi kl mau ksini soalnya jam 4 sore udh mulai sepi mau ditutup","['bagus', 'tiket', 'msuknya', 'cm', 'k', 'foto', 'smua', 'spot', 'foto', 'tmpatnya', 'bersih', 'jg', 'bnyak', 'hewan', 'hrs', 'pagi', 'kl', 'ksini', 'jam', 'sore', 'udh', 'sepi', 'tutup']"
"Lebih mirip tempat wisata dengan beragam spot foto.
Beberapa satwa yang ada disana, ada burung, burung unta, kucing, ular dan lainnya","['wisata', 'agam', 'spot', 'foto', 'satwa', 'burung', 'burung', 'unta', 'kucing', 'ular']"
"Mengunjungi tempat ini sangat mudah,karna terdapat bnyak petunjuk jalan dan tempatnya tidak jauh dari jalan raya. Berwisata saat pandemi sangat beresiko,namun mereka menerapkan protokol kesehatan dgn baik. Yaitu pengecekkan suhu badan,cuci …","['unjung', 'mudahkarna', 'bnyak', 'jalan', 'jalan', 'raya', 'wisata', 'pandemi', 'beresikonamun', 'terap', 'protokol', 'sehat', 'dgn', 'ecek', 'suhu', 'badancuci', '']"
Tiket 30.000 per orang si dua spot. Yaitu agrowisata binatang dan spot foto santorini. Menurut ku 30k agak kemahalan untuk tempat yang kecil gitu. Kalo buat anak kecil si worth it karena bisa ngasih makan hewan. Tapi kalo buat aku kurang …,"['tiket', 'orang', 'si', 'spot', 'agrowisata', 'binatang', 'spot', 'foto', 'santorini', 'ku', 'k', 'mahal', 'gitu', 'kalo', 'anak', 'si', 'worth', 'it', 'ngasih', 'makan', 'hewan', 'kalo', '']"
Tempat wisata di daerah kaliurang yang cocok jika membawa anak kecil karena banyak hewan2 seperti di kebun binatang. Karcis bisa ditukarkan dengan susu. Tiket masuk untuk foto2 harga soft opening 10k tp kalo harga normal 20k dengan harga segitu ya lumayan sih dan kalo weekens fotonya harus antri karena penuh,"['wisata', 'daerah', 'kaliurang', 'cocok', 'bawa', 'anak', 'hewan', 'kebun', 'binatang', 'karcis', 'tukar', 'susu', 'tiket', 'masuk', 'foto', 'harga', 'soft', 'opening', 'k', 'tp', 'kalo', 'harga', 'normal', 'k', 'harga', 'segitu', 'ya', 'lumayan', 'sih', 'kalo', 'weekens', 'foto', 'antri', 'penuh']"
"Tempat yang menarik. Kebun binatang kecil dengan banyak spot berfoto yang bagus. Ala Santorini, Mexico dll.","['tarik', 'kebun', 'binatang', 'spot', 'foto', 'bagus', 'ala', 'santorini', 'mexico', 'dll']"
"Asli tempat favorit anak2 mulai dr usia batita ke atas untuk bisa belajar dekat dgn hewan2. Bisa feeding kelinci, Musang,Tupai, Hamster, berbagsi ras Kucing, Rusa, Domba, Kambing, kawanan merpati, dan jenis burung lainnya hingga bisa …","['asli', 'favorit', 'anak', 'dr', 'usia', 'batita', 'ajar', 'dgn', 'hewan', 'feeding', 'kelinci', 'musangtupai', 'hamster', 'berbagsi', 'ras', 'kucing', 'rusa', 'domba', 'kambing', 'kawan', 'merpati', 'jenis', 'burung', '']"
"Ada kebun binatang mini, anak2 bisa interaksi dengan binatang seperti kelinci, kambing, domba, merpati, rusa, kura-kura dan beberapa burung. Yang agak menghawatirkan sih ada kandang kadal raksasa, mungkin komodo, mungkin juga bukan tapi …","['kebun', 'binatang', 'mini', 'anak', 'interaksi', 'binatang', 'kelinci', 'kambing', 'domba', 'merpati', 'rusa', 'kurakura', 'burung', 'menghawatirkan', 'sih', 'kandang', 'kadal', 'raksasa', 'komodo', '']"
Tempatnya cocok buat rekreasi keluarga. Buat anak muda ada juga spot2 foto kece. Harga tiket pas hari minggu 25rb per orang.,"['cocok', 'rekreasi', 'keluarga', 'anak', 'muda', 'spot', 'foto', 'kece', 'harga', 'tiket', 'pas', 'minggu', 'rb', 'orang']"
"Aq kash bintang 5 karena hrga masuk yg murmer bngt, 20rb udah bs liat macem2 binatang mulai dr kelinci, rusa,kambing, kuda sampai ular n kura2 raksasa ada smua. Kecuali kalo mau liat binatang besar kyk gajah n zebra dsb itu k kbun binatang …","['aq', 'kash', 'bintang', 'hrga', 'masuk', 'yg', 'murmer', 'bngt', 'rb', 'udah', 'bs', 'liat', 'macem', 'binatang', 'dr', 'kelinci', 'rusakambing', 'kuda', 'ular', 'n', 'kura', 'raksasa', 'smua', 'kecuali', 'kalo', 'liat', 'binatang', 'kyk', 'gajah', 'n', 'zebra', 'dsb', 'k', 'kbun', 'binatang', '']"
Suka banget sama tempatnya . Banyak spot2 foto yg instagamable . Ga nyesel jauh2 ksni,"['suka', 'banget', 'spot', 'foto', 'yg', 'instagamable', 'ga', 'nyesel', 'ksni']"
"Cocok untuk jalan jalan bersama teman, pacar dan keluarga. Pokoknya segala usia bisa. …","['cocok', 'jalan', 'jalan', 'teman', 'pacar', 'keluarga', 'pokok', 'usia', '']"
"Outing class, paguyuban wali dan siswa kelas 4a SDN Berbah 2. Kegiatan ini dilaksanakan di oenghujung akhir semester 2, tepatnya usai anak-anak mengerjakan tes kendali mutu semester genap. Kami merencanakan swbelumnya untuk family gathering …","['outing', 'class', 'paguyuban', 'wali', 'siswa', 'kelas', 'a', 'sdn', 'bah', 'giat', 'laksana', 'oenghujung', 'semester', 'anakanak', 'kerja', 'tes', 'kendali', 'mutu', 'semester', 'genap', 'rencana', 'swbelumnya', 'family', 'gathering', '']"
"Menarik untuk wisata edukasi anak, tempatnya bersih gak bau, binatangnya ramah, walaupun agak sedikit mahal tiket masuknya. Plus sayang pegawai di kantinnya kurang cekatan. Banyak meja orang selesai makan gak diberesin, pelayanannya kurang cepet. Lebih banyak ngobrol sama becandanya. Overal, menarik buat ajak anak kecil kesana.","['tarik', 'wisata', 'edukasi', 'anak', 'bersih', 'gak', 'bau', 'binatang', 'ramah', 'mahal', 'tiket', 'masuk', 'plus', 'sayang', 'pegawai', 'kantin', 'cekat', 'meja', 'orang', 'selesai', 'makan', 'gak', 'resin', 'layan', 'cepet', 'ngobrol', 'becandanya', 'overal', 'tarik', 'ajak', 'anak', 'kesana']"
"Tempat rekreasi edukasi yang sangat cocok untuk keluarga, lokasi asri banyak hewan yang bisa jadi sarana belajar, spot foto yang manarik, suasana bersih, restoran yangenyajikan makanan dan minuman enak dengan harga terjangkau, masuk ke …","['rekreasi', 'edukasi', 'cocok', 'keluarga', 'lokasi', 'asri', 'hewan', 'sarana', 'ajar', 'spot', 'foto', 'manarik', 'suasana', 'bersih', 'restoran', 'yangenyajikan', 'makan', 'minum', 'enak', 'harga', 'jangkau', 'masuk', '']"
"Salah satu spot destinasi wisata yang bertajuk agrowisata. Cocok banget buat keluarga yang mempunyai anak kecil karena banyak sekali fauna yang ada, begitu juga banyak taman, suasana sejuk karen aberada di jakal km 16. Tiket masuknya cukup …","['salah', 'spot', 'destinasi', 'wisata', 'tajuk', 'agrowisata', 'cocok', 'banget', 'keluarga', 'anak', 'fauna', 'taman', 'suasana', 'sejuk', 'karen', 'aberada', 'jakal', 'km', 'tiket', 'masuk', '']"
tempatnya bagus dan luas. suka deh banyak spot foto dan ada mini zoo nya,"['bagus', 'luas', 'suka', 'deh', 'spot', 'foto', 'mini', 'zoo', 'nya']"
Mau refreshing lepaskan penat kota? Agrowisata Bhumi Merapi bisa menjadi salah satu pilihan. Pemandangan hijau merelaxkan mata. Bersama anak anak juga sempurna karena mini zoo yang anak anak bisa berinteraksi dengan beberapa hewan yang …,"['refreshing', 'lepas', 'penat', 'kota', 'agrowisata', 'bhumi', 'rapi', 'salah', 'pilih', 'pandang', 'hijau', 'merelaxkan', 'mata', 'anak', 'anak', 'sempurna', 'mini', 'zoo', 'anak', 'anak', 'interaksi', 'hewan', '']"
Tempatnya sejuk dan nyaman .... Spot foto-foto juga instagramable... Ada hewan hewan juga...,"['sejuk', 'nyaman', 'spot', 'fotofoto', 'instagramable', 'hewan', 'hewan']"
"Tempat untuk mengenalkan hewan keseharian kepada anak. Karena bs dipegang. Untuk tempat cukup, tidak begitu luas. Better pagi, atau after jam 3, biar gak terlalu terik pas mau kesini.","['kenal', 'hewan', 'anak', 'bs', 'pegang', 'luas', 'better', 'pagi', 'after', 'jam', 'biar', 'gak', 'terik', 'pas', 'kesini']"
"Tempat yg paling seru disini di santorininya 😍 banyak tempat yg kalau kita foto-foto jadi lebih terlihat bagus...kalau tempat yang lain,seperti kasih makan hewan hewan ada kambing,kelinci lebih seru di eco green park malang,tiket masuk …","['yg', 'seru', 'santorininya', '', 'yg', 'fotofoto', 'lihat', 'baguskalau', 'lainseperti', 'kasih', 'makan', 'hewan', 'hewan', 'kambingkelinci', 'seru', 'eco', 'green', 'park', 'malangtiket', 'masuk', '']"
Selama ppkm tutup..tempatnya cukup luas. Anak anak suka bermain bersama hewan2. Bisa kasi  makan kelinci. Ada berbagai jenis kucing. Tempat outdoor dan terbuka anak2 bisa lari-lari. Cukup membantu unk mengenalkan aneka hewan2 kepada anak2 usia dini. Semoga besok2 bisa nambah hewan2 lagii..,"['ppkm', 'tutuptempatnya', 'luas', 'anak', 'anak', 'suka', 'main', 'hewan', 'kasi', 'makan', 'kelinci', 'jenis', 'kucing', 'outdoor', 'buka', 'anak', 'larilari', 'bantu', 'unk', 'kenal', 'aneka', 'hewan', 'anak', 'usia', 'moga', 'besok', 'nambah', 'hewan']"
"Banyak hewan dan spot foto menarik. Tempat mudah ditemukan
Parkir 5k
Minuman 20k
Tiket masuk 35k","['hewan', 'spot', 'foto', 'tarik', 'mudah', 'temu', 'parkir', 'k', 'minum', 'k', 'tiket', 'masuk', 'k']"
