text,Label, , .1, .2, .3, .4, .5, .6,predicted_label_id,predicted_label,confidence
"Harga tiket masuk 35.000, parkir 5000, saya kesitu hari senin jadi agak sepi tempatnya, hewannya bermacam macam, ada rusa, kakaktua, kelinci, babi pun ada disini. Buat Santorininya bagus lah buat foto2 sama buat story instagram",Positif, , , , , , , ,2,Positif,0.9307
"Tiket masuk terjangkau dengan wahana yang ada, ada banyak spot foto yang aethetic dan instagramable.. cocok untuk mengajak anak-anak liburan, ataupun siapa saja yang suka berfoto ria.. jangan khawatir takut kehausan, karna banyak penjual makanan jd bisa mmbelii makan dan minuman.",Positif, , , , , , , ,2,Positif,0.9849
"Bagus buat photo shoot dan bagi ibu2 yg punya anak kecil harus diajak kesini utk memperkenalkan alam dan fauna sejak dini
Recomended",Positif, , , , , , , ,2,Positif,0.9568
"Tempatnya berada disekitaran daerah persawahan agak dataran tinggi. Disana bisa untuk acara keluarga dari anak-anak hingga dewasa. Tersedia beberapa jenis binatang seperti kelinci, burung, dan domba. Untuk spot foto hanya 3 wilayah utama …", , , , , , , , ,2,Positif,0.9627
"Tempatnya asik, bersih, nyaman buat holiday bareng keluarga. Kmrn kesini tgl 28 juni ga terlalu ramai. Tiket masuknya 35rb/org. Anak 3 thn kebawah sepertinya gratis. Koleksi satwanya juga lumayan lengkap. Spot fotonya cantik2.Di dalam …",Positif, , , , , , , ,2,Positif,0.9763
"Cuaca sejuk, walaupun macam hewan terbatas tapi udah bagus bgt ..anak2nya dapet hiburan binatang2, dewasanya foto2 cangtip. Resto di dalam area nya pun menu2nya proper utk keluarga, anak >1th",Positif, , , , , , , ,2,Positif,0.4957
"tempat wisata keluarga
anak anak bisa berinteraksi langsung dengan hewan seperti kelinci yang dibiarkan bebas, memberi susu ke domba, naik kuda …",Positif, , , , , , , ,2,Positif,0.9849
"Lumayan bagus tempatnya, hari ini bukan weekend jadi lagi sepi
Ada banyak jenis kelinci, kambing, kuda, ular, kura2, iguana dan binatang unggas. …",Positif, , , , , , , ,2,Positif,0.9472
"Tempat yang sejuk dan bisa belajar tentang satwa-satwa..ada taman kelinci, taman reptil dll..serta ada tempat bermain bagi anak-anak (bermain air menangkap ikan)..dan dapat menikmati segarnya susu murni..", , , , , , , , ,2,Positif,0.9856
"Banyak satwa dan banyak teman buat hunt foto, kalian bisa menemukan juga resto buat makan ketika lapar, sangat tidak disarankan saat weekend, dimana semuanya akan ramai dan kalian gak bisa foto sesuka hati, untuk parkiran luas, dan bisa di …",Netral, , , , , , , ,1,Netral,0.7987
"Tempat lumayan bagus untk edukasi anak2, ada koleksi binatangnya,  bnyk spot foto buat yg suka selfie . Fasilitas juga sudah memadai, harga tiket masuk 30k bisa ditukar dg segelas susu . Lokasi juga gak terlalu jauh dri jalan utama kaliurang...", , , , , , , , ,2,Positif,0.9349
"Cukup bagus 👍👍 tersedia juga fasilitas untuk saudara-saudara kita yang difabel dan cukup nyaman dan ramah untuk mengelilingi area agro wisata bhumi merapi bagi saudara-saudara kita yang difabel, kedepannya semoga lebih bagus lagi mungkin kalau lebih banyak pohon lebih bagus 👍👌 …",Netral, , , , , , , ,1,Netral,0.8785
"Tempatnya luas, banyak spot foto, ada mini zoo juga. Harapannya semoga untuk hewan yang ada di sana bisa terawat dengan baik.",, , , , , , , ,2,Positif,0.8441
"Fasilitas parkir luas , tiket masuk murah, cocok untuk foto foto instagramable yg kekinian, tempat mudah di jangkau,perlu di coba ayo silahkan cap cus otw", , , , , , , , ,2,Positif,0.9763
"Tempat yg bagus utk rekreasi, anak2 happy, ortunya jg happy..", , , , , , , , ,2,Positif,0.9807
"First time, datang ke sini. Meskipun orang Jogja Asli tapi memang jarang plesiran. Parkir mobil tarifnya sesuai dan Harga tiket masuknya masih relatif terjangkau, anak2 usia diatas 2 th sudah full bayar ya. Ohya, tempat ini Beda sama objek …", , , , , , , , ,1,Netral,0.6804
"Lima langkah dari rumah, tak perlu kirim surat, sms juga ga usah 🎶
Ya karna deket banget, huehehe.
Sekarang lebih banyak spot foto dan ada kudanya. Lama juga ternyata ga masuk …", , , , , , , , ,0,Negatif,0.8994
"Salah satu tmpt agro wisata di Kaliurang, di sini kita bs menikmati mini zoo, agro wisata, ber swa foto di berbagai tmpt terkenal di dunia di wahana lang lang dunia dll. Tmptnya menarik dan luas. HTM murah cm 30K utk weekday & 35K utk weekend.",Netral, , , , , , , ,2,Positif,0.8363
"konsep nya bagus
cocok untuk keluarga
tidak hanya menyediakan tempat foto untuk para orang tua …",Positif, , , , , , , ,2,Positif,0.9779
Cocok tempat ini kalau kita ngajak anak2. Tiket juga tidak terlalu mahal. Akses parkir oke., , , , , , , , ,2,Positif,0.9474
Tempat wisatanya lumayan bagus.,Netral, , , , , , , ,1,Netral,0.798
Cocok wisata dgn anak2. Taman cukup luas. Ada bangunan utk foto2 ala2 santorini. Perjalanan dr jogja kota kira2 satu jam., , , , , , , , ,2,Positif,0.9172
"destinasi keluarga di kawasan merapi. terdapst berbagai jenis hewan yg dapat langsung berinteraksi. mau naik kuda ada, memberi makan jg bs.",Positif, , , , , , , ,2,Positif,0.9247
Wahana wisata yang sangat ramah anak dengan pelayanan yang ramah juga. Ada banyak tempat foto dan binatang binatang menarik.,Positif, , , , , , , ,2,Positif,0.9868
"Datang pas hari Jum'at ternyata rame juga,walaupun tempat wisatanya baru 80% tingkat jadinya. Masih ada pembangunan dibeberapa spot. Tiket masuk 20rb dapat susu satu cup kecil. Lalu untuk masuk wahana lain akan dikenakan biaya tambahan lagi …",Negatif, , , , , , , ,0,Negatif,0.9554
"Objek wisata yang menarik.
Merasakan suasana peternakan kambing, kelinci, serta terdapat berbagai macam hewan. Bisa dijadikan alternatif wisata kebun binatang. Bisa memberi makan hewan …",Positif, , , , , , , ,2,Positif,0.9861
"Perjalanan yang lumayan memakan waktu dri tengah kota Jogja. Tapi terbalas dengan udara di bhumi merapi yang sejuk.
Tiket masuk 30k perorang. …", , , , , , , , ,1,Netral,0.7054
"Tempatnya rindang, adem, ada binatang yang cocok dilihat anak-anak, spot fotonya bagus-bagus. Recommended",Positif, , , , , , , ,2,Positif,0.9866
"Tempat wisata foto menurut saya hehe...
Hewannya kasihan kelihatan kurus kurus gak tega lihatnya 😭
Jalan dari parkiran sampai loket lumayan jauh karena pas musim liburan jadi …", , , , , , , , ,0,Negatif,0.701
"salah satu wisata edukasi yang baik untuk anak. ada wahana untuk selfie juga, dengan menukar tiket atau bayar 10rb. tiket juga bisa ditukar untuk susu gratis. bagus dan terus tingkatkan", , , , , , , , ,2,Positif,0.9511
"Tempatnya bagus, naik kuda 20.000.pengen naik kuda tp tempat beli tiketnya agak jauh dr arena kudanya.bnyk spot foto yg bagus², bisa foto dgn binatang. Datang hari ke 4 lebaran pas cuaca grimis jd ga bisa estetik buat foto pake payung.",Negatif, , , , , , , ,1,Netral,0.6615
"Tempat sepi, dan di dalemnya juga kurang menarik. Sepertinya harus dibuat sesuatu yg lebih menarik agar pengunjung lebih ramai yg datang 🙏🏻 …",Negatif, , , , , , , ,0,Negatif,0.9805
"Tiket masuk 30rb/orang anak kecil jg sama ,, bagus utk widata selfi ,dan jg utk anak2 belajar hewan ada bbrp koleksi hewan disana", , , , , , , , ,2,Positif,0.8128
Salah satu tempat wisata di daerah jogja utara (sleman).. Cocok untuk wisata keluarga atau bersama teman2.. Banyak spot foto yg menarik.. Tempatnya bersih.., , , , , , , , ,2,Positif,0.9809
"Ini Tmp Ok banget. Sejuk, ijo2, bnyk binatang dan reptil unt edukasi, ada bangunan Santorini yg bagus konsepnya. Luangkan wkt kesini. Revomended", , , , , , , , ,2,Positif,0.9198
"Ada mini kebun binatang, bisa naik kuda juga, tempatnya luas dan sejuk karena banyak pohon-pohon, ada taman dan kolam juga, dan spot fotonya berasa kayak di luar negri 🙃🙃 …", , , , , , , , ,2,Positif,0.9826
"tempat nya menyenangkan, banyak spot spot foto dan ada mini zoo. cocok untuk rekreasi bersam keluarga dan teman", , , , , , , , ,2,Positif,0.9833
"Tempat wortid untuk dikunjungi banyak spot photo dan luass, cuman harga tiket masuk 30k dan kalo mau photo ganti ganti baju nambah lagi 500k/2jam parkir 3k. Disini banyak hewan ada bebek, kambing, burung, dll..ada kantinnya harga air mineral 5k.", , , , , , , , ,2,Positif,0.8168
"Tempat nya cukup jauh dari pusat kota jogja, namun mudah di akses, ada plang nya besar di pinggir jalan, udara disana sejuk, untuk tiket masuk standar ya, banyak spot foto di dalam, ada mini eropa, termasuk santorini yang cukup unik, ada …",Netral, , , , , , , ,1,Netral,0.9016
"Pertama kali berkunjung k tempat ini,trnyata bagus sekali.areanya bersih dn sngt instagrammable.bnyk spot2 foto yg bgus dan di dlm lokasi ad cafe shingga pengunjung tdk perlu tkut kelaparan.family n children friendly  krn ad bbrp koleksi hewan2",Positif, , , , , , , ,2,Positif,0.9666
"Untuk family pasti seru banget sih ini, ada mini zoo, banyak spot foto yg aesthetic, toilet bersih. Pemandangan bagus. Worth it.",Positif, , , , , , , ,2,Positif,0.9462
"Argo wisata bhumi merapi adalah salah satu destinasi yang wajib di kunjungi
Suasana sejuk
Pemandangan indah …",Positif, , , , , , , ,2,Positif,0.9769
"Tempatnya oke banget untuk refreshing, terutama keluarga, sesuai dengan namanya, agrowisata, ada budidaya hewan dan tanamannya, terlihat terawat semua ya, semoga tetap seperti itu.", , , , , , , , ,2,Positif,0.8126
"Tempatnya kids friendly... ada mini zoo nya, ada area foto2nya... tiket masuk 30rb... tapi kalo anak2 mau naik kuda bayar 20rb, naik kereta bayar 15rb... puas sih ksini... cuma pas siang2 panas poll🤭 …",Netral, , , , , , , ,1,Netral,0.8955
"Tempatnya asri, banyak tempat foto menarik, parkirnya luas, tiket masuk 35k.", , , , , , , , ,2,Positif,0.9849
"Untuk wisata ini tidak sebanding dengan apa yang disuguhkan , hiburan maupun binatang yang ada cukup sedikit.
Konsep wisata disini tidak jelas arahnya , mau mini zoo atau tempat foto2 .",Negatif, , , , , , , ,0,Negatif,0.9748
"Akses masuk lumayan bagus
Hewan didalamnya masih terbilang belum lengkap, lokasi bersih dan pengelolaan bagus, Karyawan ramah dan komunikatif, hewan monyet  Garangan  Luwak, Burung, …", , , , , , , , ,2,Positif,0.501
"Senin, 17 Mei 2021
Kesana pas hari liburan,cukup ramai.
Tapi tetap nyaman, krna area ramah untuk anak kecil, bebas asap rokok walaupun …",, , , , , , , ,2,Positif,0.5906
"Tempatnya luas. Wahana tentang binatang juga cukup. Ada ikan, kambing, kuda, rusa, reptil,dan kelinci. Di sana juga ada taman hidroponik meskipun tidak terlalu luas. Ada juga kegiatan menanam dan outbond. Parkir luas. Bisa pesan makanan di …",Positif, , , , , , , ,2,Positif,0.9839
"Pertama kalinya ke bhumi merapi saat wisata bersama kantor. Untuk biaya masuk cukup terjangkau. Di dalam wisata bhumi merapi terdapat mini zoo, taman bermain anak, spot foto dengan latar belakang unik khas beberapa negara, selain itu jg ada penyewaan baju atau kostum khas beberapa negara.", , , , , , , , ,2,Positif,0.9492
"wisata edukasi keluarga buat kenal lebih tentang beberapa hewan seperti kelinci, domba, kambing,kuda, luwak, burung hantu dll. aman buat anak karna tiap kandang diawasi oleh penjaganya. Setelah sentuh hewan juga ada keran dibeberapa titik …", , , , , , , , ,2,Positif,0.9678
"Tempatnya bagus, rapi, bersih.. nagus buat rekreasi keluarga.. mini zoo nya juga bagus.. binatangnya banyak dibanding mini zoo lain..", , , , , , , , ,2,Positif,0.9399
"Tempatnya asik banget buat bawa jalan anak.

Anak bisa kasih makan kelinci (beli wortel 2500), kasih minum kambing etawa …", , , , , , , , ,2,Positif,0.957
Tempat yang asyik untuk membawa keluarga anda menikmati sejuk dan hijaunya kawasan Kaliurang Yogyakarta. …, , , , , , , , ,2,Positif,0.9795
"Tempat nyaman, sejuk, cocok untuk wisata keluarga dan anak-anak. Ada mini zoo juga.", , , , , , , , ,2,Positif,0.9876
Tempatnya cukup seru.. Tapi Untuk area yg ada kucing baunya ga nahan banget.. Mungkin bisa lebih ditingkatkan lagi kebersihannya..,Negatif, , , , , , , ,0,Negatif,0.9534
"Lokasi dari jalanan utama ga jauh.
Parkiran luas, mobil 10K. …", , , , , , , , ,2,Positif,0.4951
"Tempatnya luas dan rindang.cuma minusnya ada bbrp kandang yg kecil dan tdk masuk udara, dan ada bbrp kandang yg sempit dan kna panas.jujur sebgai penyuka dan peconta binatang jdi sedih lihtnya.tolong donk jdi perhatian owner dan pengurus.mksih",Negatif, , , , , , , ,0,Negatif,0.9306
"Tempatnya asyik, lumayan sejuk. Banyak atraksi satwa dan flora yang ditampilkan dengan pendampingan dari petugas. Satwanya pun tampak terawat dengan baik, demikian juga dengan tumbuhannya. Meski tidak sebesar dan sekelas Batu Secret Zoo, …", , , , , , , , ,1,Netral,0.7638
Menyenangkan. Bisa poto² ala negara² eropa. Cukup bayar tiket masuk 30rb per orang bisa liat binatang² dan poto². Pas kesini hari sabtu siang gak seberapa rame jadi nyaman dan prokes ketat., , , , , , , , ,1,Netral,0.7613
Tempat wisata krearif baru sebagai pilihan bagi wisatawan lokal atau mancanegara. Ndak kalah view nya dan fasilitas tempat² fotonya..apalg unt yg muda² mantap lah, , , , , , , , ,2,Positif,0.6707
"ada banyak macam hewan & burung,
tapi yang paling dicari adalah spot foto ala perkampungan eropa seperti swiss & greece, tersedia juga persewaan kostum. …", , , , , , , , ,2,Positif,0.6412
"Lokasi wisata tidak terlalu jauh dari lempuyangan. Area parkir cukup luas untuk kendaraan umum. Harga tiket masuk tempat wisata 35k.
Banyak lokasi yg bisa dikunjungi seperti rumah hewan kelinci, reptil dll. Ada …", , , , , , , , ,2,Positif,0.7654
"Jika tempat mulaimu sudah tinggi,
tujuanmu harus lebih tinggi lagi.
1.Terletak 20 KM dari  kos saya (Gejayan) mengutara ditemukan sebuah wisata ala …", , , , , , , , ,1,Netral,0.6092
"Cocok banget buat ngajak anak-anak karena banyak hewannya .Tempat nya bagus juga buat foto karena banyak banget spot fotonya ,untuk tiket masuk murah kok rp30.000  an per orang", , , , , , , , ,2,Positif,0.968
"tempatnya bagus, semua tempat bagus untuk foto, kalau kesini jangan pas hari libur biar bisa leluasa foto. kemarin kesini hari kerja juga lumayan rame padahal hujan …", , , , , , , , ,2,Positif,0.7402
"Tempat cocok untuk wisata keluarga, bisa mengenalkan hewan"" ke anak-anak, spot foto bagus, parkiran luas, harga tiket masuk cukup terjangkau", , , , , , , , ,2,Positif,0.9709
"Tempatnya bagus dan punya banyak spot foto yang menarik, tp kebersihan nya perlu diperhatikan lagi", , , , , , , , ,1,Netral,0.8446
"Ini semacam floatingmarketlah kl d lembang,ada hewan2 seperti kelinci dll,boleh dikasih makan jg jd anak2 seneng dan yg populernya tempat foto lalangbuana kl gk salah,seperti santorini kl kata orang2🤣.tiketnya 30rb per orang termasuk anak2 dan parkir 10rb permobil. Suka lah.. …", , , , , , , , ,1,Netral,0.8437
"Tempat wisata di dekat merapi, disini ada mini zoo nya yg mana anak² bisa memberi makan kelinci, foto dengan musang, memberi makan merpati, memberi susu ke domba dll, selain itu ada lokasi untuk spot foto yang cantik, foto dengan spot² …", , , , , , , , ,2,Positif,0.9801
"tempatnya sih lumayan bagus, mudah dijangkau, ada area dengan banyak hewan, area rumah hobbit, dan ada area foto-foto dengan suasana seperti di eropa..
sayang kalau mau masuk dengan kamera  DSLR ataupun Mirrorless / digital kamera …", Negatif, , , , , , , ,0,Negatif,0.9181
"Spot foto oke-oke, htm juga terjangkau cm 30k, lokasi ga terlalu luas jadi gak capek2 banget. Cocok buat remaja yg suka foto2, tp cocok juga buat main anak2", , , , , , , , ,2,Positif,0.9329
"Tempat wisata untuk berbagai usia, untuk anak-anak terdapat spot mini zoo. Terdapat spot foto dan resto yang nyaman dan menunya enak.", , , , , , , , ,2,Positif,0.9871
"Tempat yang paling aku suka ya disini, selain bisa berfoto2 dengan berbagai latar negara juga cocok untuk anak2, tp capek karena lumayan luas dan banyak tangga2 🤣 tp semua terbayar si mana murah, didalam juga ada food court nya jadi jangan takut kelaparan 🤗 …", , , , , , , , ,1,Netral,0.835
"Tempat wisata yang asik buat keluarga. Banyak spot foto yang bagus.
Bagus juga untuk pasangan, keluarga maupun anak anak. Karena terdapat juga mini zoo, dimana pengunjung dapat memberi pakan ternak seperti burung onta, monyet, …", , , , , , , , ,2,Positif,0.9879
"Tempat wisata yg cocok buat keluarga. Anak-anak juga senang dibawa kesini, bisa belajar mengenal hewan-hewan lebih dekat. Ada kelinci, kambing, domba, burung, hewan reptil, dll. Banyak spot foto bagus juga di dalamnya dengan bangunan bergaya eropa, jadi semakin instagrammable..", , , , , , , , ,2,Positif,0.9878
"Tempat asik buat piknik, anak-anak dijamin seneng, bisa berinteraksi langsung sama binatang kesayangan yg sudah jinak, tiket masuk 30rb kebetulan pas Minggu, kurang tau weekend & weekday sama atau nggak harga tiketnya, tempatnya juga sejuk, banyak pohonnya...worth it lah ✌️😁 …",Positif, , , , , , , ,2,Positif,0.9704
"Masuknya 25 rb, bagi aku sih yang dewasa sedikit kurang ya, mungkin apa belom jadi semua, tapi buat bawa anak2 kecil okelah karena ada binatangnya, cuma penataan agak kurang asik aja apalagi yg ditengah ada kudanya harusnya lebih dikasih …",Negatif, , , , , , , ,0,Negatif,0.975
"Tempat ini menawarkan edukasi anak tentang satwa. Karna berwisata di agro Wisata Bhumi Merapi si kecil jadi berani pegang kelinci, kasih susu anak kambing, kasih makan rusa, liat musang dan pegang burung hantu, bahkan naik kuda sendiri. …", , , , , , , , ,2,Positif,0.9827
"Tempat yang nyaman, asri, banyak spot foto unik, ada banyak hewan yang dipelihara dengan baik.. Cocok untuk rekreasi keluarga", , , , , , , , ,2,Positif,0.9881
bagusss poll banyak spot buat foto2 .. yahh walaupun perjalanan lumyan jauh dri homestay tp gak sia2 kesini 😍😍💙🩵 …, , , , , , , , ,1,Netral,0.8267
"Baru pertama kali kesini, udaranya sejuk suasana juga tenang. Kesini pas weekday jadi ga rame sih, bisa foto sepuasnya tanpa nunggu orang dulu.
Rekomendasi buat keluarga sih, dijamin anak anak pasti seneng. 👍 …", , , , , , , , ,2,Positif,0.8391
"Tempatnya asri, nyaman, suasananya juga menenangkan ada binatangnya juga seperti mini zoo dan juga banyak sekali spot foto yang bisa dipakai", , , , , , , , ,2,Positif,0.9831
"🌵Agrowisata Bhumi Merapi menawarkan edukasi sekaligus berwisata bagi para pengunjungnya. Tempat wisata ini menawarkan konsep pertanian, perkebunan, dan peternakan. Jadi, selain liburan para pengunjung pun bisa mendapatkan banyak ilmu. …", , , , , , , , ,2,Positif,0.9826
"Tiket masuknya 30k. Wilayahnya luas bangett, ada mini zoo sama banyak spot fotonya di bagian Santorini. Sangat-sangat puas sih eksplor di sini. Kids friendly bangett. Rekomended buat wisata keluarga", , , , , , , , ,2,Positif,0.9433
"Wisata bhumi merapi berkonsep alam dan miniatur kota yang indah ini sangat menarik untuk dikunjungi,, khususnya penggemar atau yang suka selphi-selphi disini bagus untuk kalian coba,, para fotographer pun juga harus mencoba kesini,, buat …", , , , , , , , ,2,Positif,0.9708
"Kesini kemaren pas tahun baru, tempatnya baguuus, luas, banyak spot foto, cocok untuk wisata keluarga maupun nge-date, tempat parkirnya juga luas. Salah satu destinasi favorit di Jakal atas 🤍 …", , , , , , , , ,2,Positif,0.9744
"parkirnya luas, sangat worth it utk didatengin KALAU suka selfie karena banyak spot yg unik & bagus, cuacanya bagus jdnya hasil fotonya bagus, tempat duduk utk istirahat di bagian belakang cm ada sedikit. …", , , , , , , , ,2,Positif,0.8399
"Salah satu fasilitas wisata yg menawarkan wisata kuliner, pendidikan, agrowisata, dan juga outbound. menyediakan paket outbound di sekitar lokasi. Cocok untuk acara kantoran. Ada juga mini zoo dan juga agro wisata dan pendidikan bagi anak …", , , , , , , , ,2,Positif,0.9846
"Tiket masuk nya murah cuma 30k, tapi udah lengkap , cocok bgt buat anak² karena koleksi hewan nya banyak , tempat nya asri, instagramable , cafe nya bagus , makanan nya enak , estetik ,harga standart , terbaik lah pengen kesana lagi kalau ada kesempatan ❤", , , , , , , , ,2,Positif,0.5024
"Love bgt
Staffnya ramah-ramah
Tempatnya juga enakk …", , , , , , , , ,2,Positif,0.8734
"Tempat wisata keluarga yang wow bgt.apalagi bawa anak kecil. Buat bermain sambil belajar.
Buat rombongan sekolah juga bisa. …", , , , , , , , ,2,Positif,0.9688
"Tempatnya bagus buat hunting foto dan rekreasi belajar anak karena banyak hewan disini. Sekedar saran, mungkin untuk spot fotonya next time bisa lebih diperluas. Dan untuk tiketnya yang 20k mini zoo + 20k spot foto mungkin bisa diminimalis sedikit karena bagi kalangan pelajar cukup sulit. Area parkir bagus nyaman.", , , , , , , , ,2,Positif,0.5535
"Tempat rekreasi yg cocok untuk keluarga, lebih-lebih bagi yang mau bawa anak kecil. Ada kebun binatang mini, tersedia sewa kuda bagi yang ingin naik kuda. Juga ada tempat untuk foto-foto yang meniru tempat santorini di Yunani. Tempat makan ada, halaman parkir besar.", , , , , , , , ,2,Positif,0.986
wisata nya bagus banyak spot foto Dan zoo nya tapi kurang terawat,Negatif, , , , , , , ,0,Negatif,0.955
"Wahana nya cukup lengkap dan ada mini zoo utk mengenalkan anak pada berbagai jenis hewan..terdapat juga spot foto langlang buana dengan berbagai tema..ada wahana naik kuda, kereta mini dan juga memberi makan hewan..", , , , , , , , ,1,Netral,0.6694
"Tempatnya ternyata cukup luas, yang msih kurang binatang untuk interaksi dengan anak2, jika lebih banyak sepertinya akan lebih seru. Mungkin yang domba bisa kasih makan langsung dalam kandang akan lbh menyenangkan lagi, kelinci yang dilepaskan ditambah.",Negatif, , , , , , , ,0,Negatif,0.9665
"Tempat wisata yang asiiik, HTM 30k per org, diawal ada minizoo, kita bisa melihat dan berinteraksi langsung dengan binatang yg lucu dan imut. Disini jg banyak spot foto yang menarik, unik dan isnstagramable 👍😀 …",Positif, , , , , , , ,2,Positif,0.9863
"fasilitas ada untuk outbond dewasa / anak2, bisa selusur sungai dan ke sumber mata air kali kuning, ada area flora & fauna, untuk fauna pengunjung bisa berinteraksi dengan hewan2 yg sudah jinak, ada kelinci,kambing,sapi perah,luwak, …",Positif, , , , , , , ,2,Positif,0.9848
Tempat wisata yang ramah buat anak2 karena banyak binatang2 yang bisa diberi makanan dan juga tempat spot foto2 seperti di Alpen dan Santorini,Positif, , , , , , , ,2,Positif,0.9844
"Bhumi Merapi
Lokasi mudah di cari pakai map
Parkir lumayan luas 10k mobil …", , , , , , , , ,2,Positif,0.8634
"Tempatnya cocok banget buat yang pengen ngisi content, sebenernya kids friendly karena ada mini farmnya. Tapi kalo emang niat buat foto-foto doang better ga ajak anak kecil karena pasti terlalu asik buat foto-foto dan anak kecilnya jadi …",Netral, , , , , , , ,1,Netral,0.8429
"🎋luas lahannya, cuma bangunannya kasar.. Htm 20.000 tidak sesuai dengan loket masuk, yang katanya sudah semua, ternyata masuk wahana selfy harus bayar lagi..10.000..tidak apa-apa sih, cuma jangan beri penerangan yang menjebak.. Rekomendasi …",Negatif, , , , , , , ,0,Negatif,0.9818
"tempat fotonya bagus, seperti diluar negeri",Positif, , , , , , , ,2,Positif,0.9723
"tempat yang menyenangkan, edukatif, dan banyak spot selfi, tiket masuk sekitar 30rb an. saat tgl merah biasanya ramai. naik kuda 12rb an, ada hewan bebek, kambing, rusa, dan burung merpati, ada kantin, dan arena main anak, ayunan dan prosotan",Positif, , , , , , , ,2,Positif,0.9847
"Tempat yang bagus untuk anak-anak berkenalan dengan hewan-hewan. Disana terdapat kelinci, ular, kura-kura, kambing, kuda dan beberapa satwa lainnya.
Kita dapat juga naik kuda maupun menyusui kambing dengan membeli tiket terlebih …",Positif, , , , , , , ,2,Positif,0.984
"Bagus tempatnya, bersih rapi gak bau (kecuali kandang kambing). Tempatnya terawat, biaya masuk juga murah dengan fasilitas yang kita dapatkan.
Mushala ada, orangnya ramah kalo ditanyain.
Rekomended buat yang jalan keluarga.",Positif, , , , , , , ,2,Positif,0.9775
"Kesini pas ramadhan, sekitar jam 9 dateng jadi sepii banget.. bisa foto sepuasnya tapi pas agak siangan udah mulai rame, ga jauh dari kota jogja sekitar 40mnt pake mobil + jalur yang dilewatin aman.. meskipun puasa cafenya tetep buka yaa", , , , , , , , ,1,Netral,0.8929
"Lokasinya luas, protokol kesehatan diterapkan, tiket masuk 25rb, aneka satwa spt kelinci, burung dara,rusa,ular, reptil dll.cocok untuk klg dg ank kecil, bisa memberi mkn burung, rusa harga 5rb & naik kuda tarif 20rb, kemudian resto,musholla & toilet ada didlm lokasi & diluar area,trus ada tempat Selfi yg ala Santorini.",Netral, , , , , , , ,2,Positif,0.9673
"Tempat wisata yg adem & ramah anak. Terakhir kesana ada beberapa tambahan spot baru, seperti balon udara.",Positif, , , , , , , ,2,Positif,0.9815
Lumayan buat menurunkan makanan dr kopi klotok. Refreshing sambil menemani mamak2 selfie, , , , , , , , ,2,Positif,0.5866
"Cocok untuk tempat wisata bersama keluarga, bisa interaksi dengan satwa. Ada banyak spot fotonya juga...  Mungkin binatangnya aja perlu dibanyakin lagi biar lebih seru...",Positif, , , , , , , ,2,Positif,0.9792
"Kids friendly, banyak binatang dan spot foto, makanan utk binatang dijatah jadi kalo tmptnya rame n makanannya udah abis mereka ga restocking, htm @30k, hati2 klincinya kalo masih laper masih gigit",Positif, , , , , , , ,2,Positif,0.9713
"Tiket cuma 30rb

Worth it! Ramah stroller. Cuma pas bagian santirini aja gabisa masuk stroller …",Negatif, , , , , , , ,0,Negatif,0.9754
"Agro Tourism Bhumi Merapi adalah destinasi agrowisata yang terletak di lereng Gunung Merapi, Yogyakarta. Berikut adalah review tentang Agro Tourism Bhumi Merapi: …", , , , , , , , ,2,Positif,0.9474
"Tiket masuk 30.000 per orang, parkir motor 5000
Tempatnya asik, banyak spot foto instagramable. Cocok utk wisata keluarga",Positif, , , , , , , ,2,Positif,0.9868
"Htm 35k worth it bangeeett main kesini!! Walaupun dateng pas weekend tp sepi, jd bisa puas foto2 di bagian santorini, UK, morocco, vienna😂 hewan2nya juga lumayan banyak & interaktif bisa dikasih makan kangkung & jagung. …",Positif, , , , , , , ,2,Positif,0.8915
"Bagus, tempatnya Baby friendly, aksesnya dari satu wahana ke wahana lainnya ada untun stroler bayi, lokasi ini cocok untuk keluarga. Membawa balita, batita, ataupun baby. Cuma pilihan makanannya sedikit. Dan hewannya masih sedikit. Sisanya, …",Negatif, , , , , , , ,0,Negatif,0.9644
"Tempat terbaik untuk membawa anak anak bermain dan belajar.. Konsep outdoor cocok untuk pandemi...htm 30k..masuk langlang buana spot foto santorini sudah gratis.. Naik kuda 20k..pakan kelinci, rusa, domba, merpati @5k...",Positif, , , , , , , ,2,Positif,0.982
Berkunjung ke sini ketika weekday dan di pagi hari. Gak banyak pengunjung nya jadi enak banget. Sepi dan tenang. Banyak sekali spot foto nya. Ada hewan2 juga di sini jadi cocok untuk anak-anak. Mushola ada di luar area dan bersih.,, , , , , , , ,2,Positif,0.7993
"Tempatnya keren, spot foto bagus dan tersedia tempat istirahat yg cukup. Cocok untuk anak2 karena bisa mengenal beberapa jenis binatang dan bisa melakukan aktivitas menunggangi kuda",Positif, , , , , , , ,2,Positif,0.9845
Sebeneranya hampir bagus semua lokasi di sleman. 12km dekat merapi walau terik anginnya masih sejuk pegunungan.banyak spot foto dan mini zoo.Sayang banget pas ke kandang Kucing ras yang isi cukup banyak ras Bengal dan ada caracal 1 .TAPI …,Netral, , , , , , , ,1,Netral,0.9119
"Tiket nya brp ya kyknya kmrn 90rb bertiga sm anakku

Ada spot edufarm berbagai macam hewan , bisa kasih makan burung merpati juga , dan ada spot ala santorini yg hits itu .. bagus si buat foto2", , , , , , , , ,1,Netral,0.7521
