review,label, , .1, .2, .3, .4, .5, .6
Ademm... bagus.. kids friendly... krena hujan jd dibgin bgt.. suasananya enak jg mendung2 gitu.. cuma jd agak licin aja beberapa spot,Netral, , , , , , , 
"Cocok bgt kalo ngajak anak anak k sini
Ada mushola, toilet bersih, airnya dingins
Kalo berkunjung pas hari jumat, g ush khawatir nyari masjid buat sholat jumat. …",Positif, , , , , , , 
"Koleksi hewan mini zoo-nya masih sedikit. Tapi anak-anak saya puas banget main kejar-kejaran dengan linsang.
Area Santorini yang menghadirkan lorong-lorong khas berbagai negara sangat Instagrammable.",Positif, , , , , , , 
"Kosepnya bagus sih buat spot foto, tp mkn kurang terawat di beberapa bagian, yg pingin foto ok banget sebagian areanya, ada beberapa satwa langka, ada minitur kota sabtorini, ada warungnya, tp bagi saya belum sesuai ekspetasi ketika liat di dunia maya",Negatif, , , , , , , 
"Tempatnya stroller friendly meskipun ada beberapa yg jalan yg susah tp cuma sedikit. Ajak anak ke sini cocok.banget karena bisa interaksi sama hewan langsung. Kandang kucingnya kurang bersih.
Kalau mau cari makan berat better di area luar aja",Negatif, , , , , , , 
"Sebetulnya tmptnya bagus, cuma kayanya mulai kurang diminati,,, khusus bagian kandang kucingnya, sebaiknya lebih diperhatikan lg oleh pengurus, krn tercium bau menyengat dr kotorannya,,,",Negatif, , , , , , , 
"Tempatnya kecil (+/- 4 HA) tapi ga ada spot yang tidak bermakna, semuanya berisi tempat tempat yang wonderfull. Harganya murah per masuk 20 rb dan kalo mau nambah spot selfi ala ala Barat nambah 10 rb. Banyak fauna dan flora yang exotif",Negatif, , , , , , , 
"Worth it sih, cuman kalo engga hari Minggu ngga bisa interaksi sama hewan",Negatif, , , , , , , 
"pengunjung dilarang bawa makanan dan minuman dari luar, tp mestinya diimbangi tersedianya minuman segar ya,",Negatif,,,,,,,
"Tempatnya luas dan rindang.cuma minusnya ada bbrp kandang yg kecil dan tdk masuk udara, dan ada bbrp kandang yg sempit dan kna panas.jujur sebgai penyuka dan peconta binatang jdi sedih lihtnya.",Negatif,,,,,,,
Tempat Hewan2 nya kurang terawat usang gitu,Negatif,,,,,,,
"Wahana nya cukup lengkap dan ada mini zoo utk mengenalkan anak pada berbagai jenis hewan..terdapat juga spot foto langlang buana dengan berbagai tema..ada wahana naik kuda, kereta mini dan juga memberi makan hewan..",Netral,,,,,,,
Toilet bersih dan ramah difabel kursi roda. Minus di parkirnya terlalu mahal (10ribu). Di sisi lain unta nya seperti kurang terawat karena bulunya pada rontok.,Negatif,,,,,,,
"Tempat sepi, dan di dalemnya juga kurang menarik. Sepertinya harus dibuat sesuatu yg lebih menarik agar pengunjung lebih ramai yg datang 🙏🏻 …",Negatif,,,,,,,
"lokasi ini cocok untuk keluarga. Membawa balita, batita, ataupun baby. Cuma pilihan makanannya sedikit. Dan hewannya masih sedikit. Sisanya, …",Negatif,,,,,,,
"Masuk beli tiket 35k, Sayangnya ga bisa bayar pake QRIS, padahal 2024 lho.. …",Negatif,,,,,,,
"Hrga tiket masuk 35k, parkir mobil 10k,, satwa di dalam cuman sedikit dan kurang terawat,, makanan dan minuman over harganya,,tidak worth it lah,,,",Negatif,,,,,,,
"Niat hati pengen ngajarin anak kasih makan kelinci, kambing, rusa. sampe sana jam 16.00 hewan² udah dikandangin, padahal jam tutup 17.00, gabisa kasih makan hewan, tiket lebih mahal + ga dikasih susu kayak dulu lagi. Binatangnya juga kurus² kasian",Negatif,,,,,,,
"Tempat mudah ditemukan karena petunjuk jalan yang jelas, harga tiket per Mei 2023: Rp. 35.000. Parkir mobil Rp. 10
000. Masuk wahana gratis kecuali berkuda Rp. 20.000. Satwa-nya beragam mulai dari burung, kucing, reptil dan lain lain.",Negatif,, , , , , , 
Bocil2 kesini suka banget dan betah. Banyak wahana bermain taman dan ada mini zoonya. Untuk hewannya masih sedikit. Tiket masuk wisata ini 35.000 per orang dan umur 3 tahun udah bayar sendiri.Apalagi sekarang ada wahana Langlang buana yaitu …,Positif, , , , , , , 
"Wisata ramah anak, ada beberapa hewan yg bisa dilihat,, jenis reptil, burung, luwak. Tempatnya jg instagramable banget. Bikin2 story, ato buat prewed juga bisa. Baru disini, kita bisa merasakan di kejar burung,🤣 …",Positif, , , , , , , 
"Bukan weekend jd ga rame bgt
Ada hewan baru dr terakhir kesana
Overall masi lmyn
Tiket 35k/orh",Negatif, , , , , , , 
Kesini saat weekend HTM 30k. Spot foto lang² buana diwaktu 10 menit untuk 25 orang. Banyak binatang² bisa untuk diberi makan anak²,Positif, , , , , , , 
Asri banget buat wisata kalian disini suasananya sejuk. Dan spot foto nya serasa diluar negri loh lur👌👌 pokok nya ajak keluarga dan teman dekat kalian …,Positif, , , , , , , 
"berkunjung kesini hari senin kemarin, tempatnya enak, rindang, adem, awal masuk gak banyak orang jadi bisa foto2 sepuasnya tapi semakin siang semakin ramai orang karena udah mulai libur sekolah.. cocok untuk ajak keluarga dari anak2 sampai lansia, recommended 🫶 …",Positif, , , , , , , 
"Pengalaman yang seru ke bhumi merapi karena ada wisata ala santorini yang sangat luas, sampai 2 kali. Untuk tiket seharga 30rb/orang terbilang murah. Saran untuk kesini saat jam buka, yaitu jam 9 pagi, waktu cuaca cerah-cerahnya... Semoga tempat ala-alanya diperluas, bukan cuma santorini.",Positif, , , , , , , 
"Sangat cocok untuk wisata keluarga. Ada koleksi hewan-hewan, spot fito di kebun dan miniatur kota seperti di luar negeri. Ada wahana naik kuda jiga",Positif, , , , , , , 
"Ada mini zoo dg hewan2 yg bagus2 termasuk berbagai macam kucing. Bisa foto dg burung2 & ular gratis. Karyawannya ramah2. Tempatnya luas, bersih & asri. …",Positif, , , , , , , 
"Tempat berlibur untuk semua kalangan..
Bapak-bapak, ibu-ibu, anak kecil, remaja, dewasa.
Bisa bawa keluarga, teman, atau pasangan kesini~",Positif, , , , , , , 
Lumayan bagus untuk pengenalan hewan buat anak anak. Ada spot foto juga.tiket masuknya 25k. Kalau mau naik kuda nanti bayar lagi tiketnya 20k utk satu putaran.,Positif, , , , , , , 
"Kalo ke jogja dan sedang di area kaliurang bisa coba ke fun farming bumi merapi . Tempatnya walau gak besar tp nyaman . Anak2 pasti suka . Ada bbrp macam hewan , bisa naek kuda , kasi susu domba / main sama kelinci . Letaknya ga terlalu …",Positif, , , , , , , 
"Tiket masuk 30rb tempatnya bersih,banyak spot foto bagus2 ada hewan2nya jg..",Positif, , , , , , , 
"Konsepnya seperti mini zoo, dilengakapi spot photo dengan background destinasi  wisata terkenal dunia, cocok dikunjungi bersama keluarga.. tersedia jg beberapa resto dan coffeeshop dengan menu cukup bervariasi, suasana nyaman, very recommended 👍👍 …",Positif, , , , , , , 
"lebih ke hiburan anak2 sih, banyak hewan2, tp ada tempat yg pas buat orang dewasa dibagian ala2 santorini, klo bisa datengnya jgn siang2 bgt dan kebetulan belom rame sama orang2",Negatif, , , , , , , 
"Ini foto teman saya kesini setelah hujan. Spot foto menarik, instagrammable, menggambarkan miniatur konstruksi negara lain. HTM dikenakan 30k, syarat masuk scan barcode vaksin dari peduli lindungi. Saat itu weekend pengunjung ramai. Disana ada peternakan juga",Positif, , , , , , , 
Tempat yg cocok buat mengexplore skaligis kasih edukasi buat anak² kita untuk lebih mengenal alam dan berbagai jenis binatang walau ini like a mini zoo.,Positif, , , , , , , 
"Tempatnya bersih, banyak tempat sampah di sudut2 taman, ada handsoap di tempat pencucian tangan, orangnya ramah2, jalanannya ramah kursi roda",Positif, , , , , , , 
"Tempat selfie dengan background bangunan2 ala santorini, alpen house. Disediakan juga persewaan kostum agar fotonya lebih maksimal sesuai tema yg diusung. Tiket masuknya 20rb yg bisa ditukar dgn fresh milk",Positif, , , , , , , 
"sangat instagramable, cocok untuk wisata keluarga, krn banyak hewan2 dan bisa diajak foto bersama.",Positif, , , , , , , 
"Baguss, ada hewan2 nya ada ular juga, kita bisa foto2 kaya diluar negeri.",Positif, , , , , , , 
"Agro wisata bhumi merapi bagussss banget. Saya dateng pas banget sepi karna abis hujan. Koleksi binatangnya banyak, spot fotonya banyak dan bagus bagus bgt, fasilitas lengkap, bisa kasih makan hewan juga. Tempatnya lumayan luas, parkirannya …",Positif, , , , , , , 
Salah satu alternatif tempat wisata keluarga di Kaki Merapi. Tempatnya berhawa sejuk dan sangat luas. Anak-anak pasti akan suka. …,Positif, , , , , , , 
"Wisata edukasi yang menarik buat anak-anak. Di sini anak-anak bisa bermain dengan kelinci, kura-kura, juga memberi minum kambing menggunakan dot. Ada rumah hobbit juga untuk berfoto. Fasilitasnya terbilang lengkap. Ada warung, mushola, dan …",Positif, , , , , , , 
Tempat nya oke banget...selain spot foto2 nya yg menarik.....juga ada binatang2 yg bisa kita kasih makan...dan bs diajak foto juga....😀 jadi ini tmpat wisata dgn paket lengkap deh pokok nya...👍👍👍😍 …,Positif, , , , , , , 
"Hawanya sejuk krn banyak pepohonan, ada mini zoonya cocok juga utk wisata edukasi anak2, dan yg paling saya suka adalah spot foto ala eropanya. Gokil! Rekomended bangett",Positif, , , , , , , 
"Pas datang ke lokasinya pas ujan,suasana jadi syahdu dingin,tp buat edukasi anak lumayan bagus.",Positif, , , , , , , 
Tempat wisata yang bagus untuk keluarga dan anak2.. bisa kasi makan kelinci…,Positif, , , , , , , 
Rekomen utk yg suka spot spot foto instagramable,Positif, , , , , , , 
Tempat wisata yang menarik ada binatang binatang nya juga... Spot fotonya bagus2.,Positif, , , , , , , 
"Small zoo, banyak spot foto yang cukup menarik.

Di tempat ini kota bisa melihat beberapa jenis satwa seperti burung hantu, nuri, …",Positif, , , , , , , 
"Tempatnya keren...ada mini zoonya yg bisa buat anak2 belajar dan menyayangi hewan, ada spot foto yg kerenlah, ada tempat bermainnya anak2, ada cafenya.anak2 suka.masnya pendamping kudanya juga sabar banget dan gemati jagaain anak yg sedang …",Positif, , , , , , , 
"Agro wisata Bumi Merapi tempatnya sangat sejuk, Asri, dan Indah, tiket murah kulinernya juga murah, enak, cocok dilidah siapa saja, bisa untuk wisata para pelajar sebagai pengalaman yang sangat menarik",Positif, , , , , , , 
"Banyak spot foto di sana, tempatnya kids friendly, dan cocok untuk wisata keluarga",Positif, , , , , , , 
wisata edukasi buat anak anak di area jogja utara. tiket murah. parkir lumayan gampang. perlu di tingkatkan fasilitasnya. yg mau foto di spot terbarunya banyakin stok sabar yg banyak atau dateng di weekday saja.,Positif, , , , , , , 
"Tempatnya super keren dan recommend. Parkirnya luas, ada tempat makan, bersih dan kelihatan terawat, fasilitas lengkap, hewannya banyak dan sudah diawasi oleh drh, banyak spot foto yang aesthetic. Untuk htm 30k worth it sih karena pas sepi juga.",Positif, , , , , , , 
"Pengalaman kedua berkunjung ke Agro Wisata Bhumi Merapi. Salah satu tempat tujuan tamu dari Pangkal Pinang.
Alhamdulillah tamu-tamu saya sangat senang. …",Positif, , , , , , , 
"Sebelum masuk harus menerapkan protokol kesehatan dulu seperti cuci tangan, cek suhu.
Tempatnya bagus, mbak mas penjaga nya ramah, tempatnya cocok untuk ngajak …",Positif, , , , , , , 
"Agrowisata bhumi merapi terdiri dari 2 bagian :
1.Mini zoo ( kuda, domba, bebek, kambing , sapi,hewan2 yg di sawah gtu pokonya)
2.Langlang buana ( spot2 foto santorini dkk ) …",Positif, , , , , , , 
"Ke sini pas masih pagi jd sepi enak buat jalan jalan atau foto. Jenis hewannya jg lumayan banyak, mulai dari burung2an sampe reptil ada. Bisa kasih makan hewan dan naik kuda jg xixi. Rekomen bgt buat liburan bareng keluarga. Tiket masuknya cuman 25k dan lokasi ga begitu jauh dari jogja kota.",Positif, , , , , , , 
"Wisata menyenang n bagus untuk anak. Tiketnya masuknya cukup murah 20rb/org. Kasih makan kelinci 2500/plastik kecil, kasih minum kambing 5000/botol susu, n naik kuda 20rb. Mau foto sama hewan bayar se ikhlasnya. Dapat gratis susu segar satu gelas.",Positif, , , , , , , 
"Tempatnya luas. Banyak pilihan spot foto. Kalau kesini mending pagi pagi, biar gak terlalu ramai.
Tiket masuk 30k sangat amat sesuai sama apa yang didapat di dalam.
Minusnya satu: arah pintu keluar bikin bingung.",Positif, , , , , , , 
"Biaya masuk 30k, sudah bisa berkeliling melihat binatang (rusa, burung, domba, kelinci dll)
Spot fotonya juga lumayan banyak, ada spot ala2 di santorini, Swiss dll, …",Positif, , , , , , , 
"Tempatnya bagus, ada view fotonya trus ada kaya kebun binatang mini gtuu... Htmnya 30k ada fasilitas kamar mandinya jugaa bersih kok tmpatnyaa",Positif, , , , , , , 
"Kesini sore jam 3 an jadi aga sepi bisa swap foto banyak lokasi .
Biantangnya lumayan banyak. Ada reptil burung kelinci dll .
Parkiran  luas",Positif, , , , , , , 
"Alhamdulillah kesini pas lagi cerah, jadi bagus buat foto2, cocok untuk wisata keluarga ataupun dating hihu",Positif, , , , , , , 
"Kesini pas weekday dan sore sekitar jam 3 an gitu jadi cukup sepi jadi enak buat foto foto, lokasi nya gak terlalu jauh dari jalan besar. Didalam ada kebun binatang mini gitu cocok buat keluarga dan bawa anak anak. Parkir 10 rb dan tiket …",Positif, , , , , , , 
"Cocok sekali kemari dengan anak kecil, lokasi nya di kaliurang, udaranya sejuk, disini bisa menikmati mini zoo dengan hewan2 jinak seperti kucing, musang, kelinci, dan burung hantu (ada pawang nya), ada juga anakonda dan kura kura, juga …",Positif, , , , , , , 
Seneng aja kalo kesini.. Anak2 betah... Deket jg dr rmh cuma 15 menit... Sejuk jg...,Netral, , , , , , , 
"Agrowisata yang seru untuk dikunjungi bersama keluarga/pasangan/teman. Ada beberapa fauna yang dapat diajak berinteraksi (burung, alpaca, ular, emmanuel).
Tempat cukup asri. …",Positif, , , , , , , 
"Yaps menurut aku ini lebih cocok untuk anak-anak. Heheheh
Karena disana banyak satwa, mulai dari unggas, reptil dan mamalia. Disana juga bisa foto bersama satwa, untuk pembayaran kalian bisa liat nanti disana ya HEHEHE …",Positif, , , , , , , 
Tempat yang cocok untuk berwisata edukasi bersama keluarga terutama yang ada anak kecil. Harga tiket 20ribu. Tiket bisa ditularkan dengan segrlas susu di kafetaria. Terdapat taman kelinci di mana kita bisa berinteraksi langsung sekaligus …,Positif, , , , , , , 
"Tempat yang sangat menarik untuk berwisata menghabiskan waktu bersama keluarga. Terdapat mini zoo dengan berbagai macam pilihan hewan. Cocok untuk edukasi anak-anak. Ada jenis mamalia, unggas, dan reptil. Di area dalam, terdapat paket untuk …",Positif, , , , , , , 
"Tempat wisata yang unik banyak spot foto sekaligus hewan hewan seperti alpaca, rusa, ikan bahkan burung-burung. selain itu bisa mengendarai kuda",Positif, , , , , , , 
Kebun binatang yang fleksibel banget dikunjungi berbagai usia. Cocok untuk wisata keluarga. Anak2 bisa belajar tentang satwa dan remaja juga ibu2 bapak2ny bisa foto2 dan cuci mata melihat pemandangannya. …,Positif, , , , , , , 
"Salah satu rekomendasi tempat wisata keluarga atau bagi yang suka foto instagramable, karena banyak pilihan spot foto dari tanaman bunga, hewan kelinci, kucing, kuda, dll, yang bisa di ajak foto hingga rumah ala eropa yang sempat viral, …",Positif, , , , , , , 
"Tempat wisata alam yg luas dan cukup menarik.

Tempatnya luas,  bagus,  asri dan sejuk. …",Positif, , , , , , , 
"Ada mini eropa gitu di dalemnya, little swiss terus little santorini. Sebelum bisa kesana, boleh mampir kesini dulu, latihan sebelum ke tempat aslinya. Ada banyak hewan juga, kita bisa foto bareng sama hewan2nya, tinggal kasih tips aja yang udah disiapin di kotaknya.",Positif, , , , , , , 
"Area parkir luas. Biaya masuknya 30ribu per orang. Kebun binatang tapi ada spot foto iconic. Binatangnya ada kucing, rusa, burung unta, kelinci, kuda, binatang reptil, dll.. …",Positif, , , , , , , 
"Ticket parkir motor 5k
Ticket masuk perorang 30k
Kesana pas hari senin sepii dan ada sebagian yg di renovasi, cocok buat yg punya anak kecil buat lihat2 binatang, ada binatang jinak dan ada binatang2 yang ada di kebun binatang.",Positif, , , , , , , 
"Tempat yg cocok utk bermain bersama anak2 serta foto2 sangat istri tercinta. Bagi yg belum pernah ke luar negeri, disini ada spot foto seperti di luar negeri …",Positif, , , , , , , 
"Tempat lumayan luas. Fasilitas termasuk lengkap, ada kantin & restonya.
Cocok untuk wisata anak maupun dewasa. Anak-anak bis amengenal binatang di arwa ""mini zoo""nya, bahkan bisa memberi makan hewan yang ada di sana. Untuk remaja …",Positif, , , , , , , 
"tiket masuk 25k..bisa kasih makan kelinci, rusa, domba foto bareng ular, burung hantu..cocok buat wisata edukatif anak2.",Positif, , , , , , , 
"Karcis 25 hanya untuk masuk
Didalamnya terdapat banyak hewan"" seperti kebun binatang dan untuk bisa memberi makan hewan tersebut kita bisa membeli makanan hewan tersebut ke tempat …",Positif, , , , , , , 
"Bawa rombongan ksini. Parkir bis dbawa beda ama parkir mobil. Lbh dr 30orang diskon 5000/orang. Pernah ksini sblm ada bangunan foto2 itu, makin seru, hewannya banyak, sayang blm bs qris dan ud  ga ada susu gratis lagi 😆 …",Negatif, , , , , , , 
"dateng kesini karna penasaran bgt di tiktok akhirnya kesini pas hari minggu..gak rame rame bgt sih..tapi ccoknya buat anak"" ya wakk 🤣🤣 soalnya ada mini zoo juga lumayan komplit hewan reptilnya …",Positif, , , , , , , 
"Cocok untuk liburan keluarga
Ada mini zoo dengan hewan yang beragam
Ada tempat yg instagramable untuk menambah koleksi foto",Positif, , , , , , , 
"Tempat yg cocok untuk berakhir pekan dengan anak2, mengenalkan berbagai macam hewan ke anak2 seperti burung hantu, burung elang, beberapa jenis kucing, ular, kura2 dll. Ada spot foto yg bagus dibagian belakang. Anak2 bisa naik kuda dengan membeli tiket. Ada resto untuk anak2 makan siang dengan berbagai macam menu makanan yg terjangkau",Positif, , , , , , , 
"Salah satu tempat rekomendasi untuk rekreasi bersama keluarga. Ada mini zoo, spot foto yang instagramable, resto, juga taman bermain anak.",Positif, , , , , , , 
"Tiket masuk 30rb an.
Bagi yang suka melihat hewan untuk anakanak bisa berkunjung kesini, satu hal yanb membuat menarik di tempat ini adalah miniatur rumah kota yang seperti labirin",Positif, , , , , , , 
"Tempatnya enak , nyaman dan petugas2 nya ramah.

-Lalu untuk sarana prasarana nya juga lengkap ada TOILET dan MUSHOLA jd ngga …",Positif, , , , , , , 
Bagus tempatnya...apalagi sambil mengajak anak2.mmg blm lengkap siy koleksinya tp cukuplah utk perkenalan pertama buat anak utk mengenal hewan.,Positif, , , , , , , 
"Tempatnya aesthetic banyak spot foto ala2 liburan ke berbagai negara versi low budget hehe, ada mini zoo nya bisa untuk edukasi yang bawa anak. Tersedia resto di di dalamnya. Tiket masuk 35 rb/org",Positif, , , , , , , 
"Tempatnya lucu. Ada area binatangnya juga. Seru buat foto dan edukasi hewan, shg oke dikunjungi dari anak2 sampai orang tua. Btw ada burunt yg bisa ngomong. Seruuu",Positif, , , , , , , 
Mini zoo twrdapat banyak koleksi hewan hewan yang ada di berbagai belahan duia. Temoat asri dan sejuk. Banyak juga spot spot menarik mancanegara yang dapat dijadikan latar untuk berfoto. Tang hobi photo photo wajib ke sini kalau berkunjung …,Positif, , , , , , , 
"Lumayan lah salah satu wisata kota jogja ada bangunan2 ala swiss, santorini, buat foto2 cucokk, tiket masuk 35 rbuan",Positif, , , , , , , 
"Agrowisata yang menarik dan edukatif. Anak2 bisa belajar mengenal aneka satwa, berinteraksi dengan memberi makan (dapat dibeli di dalam area), menggendong dan berfoto. …",Positif, , , , , , , 
Tempat yg cocok untuk edukasi anak2 anda... Bisa berinteraksi dgn berbagai macam hewan.,Positif, , , , , , , 
"Desainnya bagus banyak spot fotonnya cocok buat kalian yang hobby foto, tapi untuk foto butuh kesabaran soalnya rame dan antri. Disini juga ada spot untuk anak ada rusa, burung, kelinci, kuda dsb",Positif, , , , , , , 
"Tempatnya bagus, buat anak² cocok buat dewasa juga cocok
Boleh pegang hewannya, tapi ada beberapa hewan yg gak boleh dipegang mungkin karna masih galak …",Negatif, , , , , , , 
"Salah satu tempat wisata yang cocok untuk keluarga, bnyak spot foto cantik disini, ada juga beberapa bintang yang bisa kalian jumpai.. Untuk htm dewasa 30rb/orang biaya parkir motor 3rb. Ada kafe juga di dalamnya. Jarak dari kota jogja sekitar 40 menit",Positif, , , , , , , 
"Naik kuda 20.000 hewan lumayan banyak, bisa foto dg binatang memberi makan kambing,kelinci,menyusui kambing kecil dg dot... Cocok untuk wisata keluarga",Positif, , , , , , , 
"Tempat wisata di kaliurang yang cakep. Tiket masuk 35rb, parkir mobil 10rb
Ada mini zoo, bisa berinteraksi langsung sama hewannya dan ngasih makan cuma di beberapa kandang hewan baunya terlalu menyengat jadi bikin gk betah. Yang bikin …",Positif, , , , , , , 
"Sepi bgt pas ke sana...
spot foto banyak dan bagus berasa kayak di luar negri.
Ada penyewaan baju juga. …",Positif, , , , , , , 
"Tempat yang asyik untuk mengenal beberapa jenis binatang di mini zoo, juga banyak spot selfie di area Langlang Buana. Cocok untuk didatangi keluarga dengan anak-anak.",Positif, , , , , , , 
"📍 lokasi mudah ditemukan dengan gmaps, wisata dengan konsep swafoto dan mini zoo yang bersih dan sejuk. …",Positif, , , , , , , 
Keren2 spot foto nya,Positif, , , , , , , 
Bagus untuk anak-anak dan remaja yang mau belajar mengenai peternakan dan perkebunan 😊👍 sangat menghibur sekali …,Positif, , , , , , , 
"tiket masuk 30k buka jam 9 pagi..
disarankan dateng jam 10an ajha pas sebagian binatang udah dikasih makan,jadi bisa diajak main binatangnya.. …",Positif, , , , , , , 
"Luas, bersih banget, bayar masuk per orang 20.000 oke laah karna tiket masuk bisa ditukar dg susu segar yg rasanya enak banget 👍👍👍 …",Positif, , , , , , , 
"Wisata edukatif buat anak2, cocok buat keluarga, memberi makan kelinci, kambing, kuda dan arena outbound tersedia disini. Terdapat ular phyton besar juga dan rusa. Bagus buat melatih keberanian anak dan mengenalkan jenis2 binatang disini.",Positif, , , , , , , 
"bayarnya murah cuma 30rbu ,bisa keliling ada hewannya juga buat foto juga keren ada ala"" santorini juga bisa puas lahh ftonya",Positif, , , , , , , 
Suka. Yang pasti tempat rekreasi murah dan asik buat anak anak. Lingkungan sejuk. Anak saya paling suka di STAN umbaran kelinci. Dimana anak anak bisa memberi makan kelinci,Positif, , , , , , , 
"tempat hiburan bagi anak"" sekaligus belajar tuk mengenal jenis"" hewan,, yg ada& edukasi bgi mereka,agar lbih mncintai,tahu cara merawaty,, karna bisa berinteraksi langsung dgn hewannya dgn aman,serta panduan komplit guide nye👍👍 …",Positif, , , , , , , 
"Tempat yg instagramable.
Bny spot foto menarik, walau saya cuma nganter keluarga dari Bandung yg sdg berlibur ke Yogya. …",Positif, , , , , , , 
Nihh tmpt edukasi yg bagus bgt dn gak mahal cocok ksni bawa anak2😘pasti betah dsni. …,Negatif, , , , , , , 
"Tempat yg sangat cocok untuk berlibur bersama keluarga, terutama yg bawa anak kecil. Jangan lupa bawa topi, payung dan air putih yaa.",Positif, , , , , , , 
Tempat wisata yg cocok utk keluarga terutama yg punya anak kecil. Pilihan setelah gembiraloka😅 …,Positif, , , , , , , 
"Sayang ngga bisa keliling ke semua spot, btw ini tempat paket kumplit apalagi ada spot zoo nya anak2 pasti senang ksini",Positif, , , , , , , 
"Tempatnya luas, ada binatang2.. Ada tempat foto2 yg instagramable.. Cuma kl pas rame Susah foto2..",Positif, , , , , , , 
"Tempat wisata baru di kali urang .
Di kelola oleh swasta.
Tempatny bagus ,sejuk,,ada taman yg asri ,di lengkapi beberapa hewan ... …",Positif, , , , , , , 
"Wisata edukasi untuk keluarga, ada minizoo, kuliner, tempat foto yg instragramable. Sayang bawa kamera harus bayar 50 ribu. Tiket masuk 25 klo ga salah d weekend",Negatif, , , , , , , 
Lokasinya ga sulit gampang dijangkau karena dekat dengan jalan raya. Untuk harga tiket masih terjangkau di harga 30K. Suasana masih asri banyak spot foto di santorininya. Datang di hari kerja ga banyak pengunjungnya jadi masih bebas buat eksplor. Untuk aviary nya masih sedikit tapi sangat terawat,Positif, , , , , , , 
AGRO BHUMI MY FAVVVV gila seru banget experiencenya kesana (gak diendorse sumpah) kalo ada sepupu anak anak kecil cocok deh dibawa kesini. HTM cuma 30k an dan mudah diakses dari jakal ke arah merapi tinggal belok kanan dikit udah sampe. Di …,Positif, , , , , , , 
"Rekomendasi sekali untuk anak
Karena anak bisa mengenal bermacam macam binatang dan ada spot fto yg viral bgt lo d media sosial",Positif, , , , , , , 
"Tempatnya Cozy banget, cocok untung yang ingin Hunting Foto sekaligus ajak anak bermain. Karena adanya taman dan banyaknya spot spot untuk objek berfoto. Tiket masuk 25rb/org.",Positif, , , , , , , 
"Tiap kali ke jogja pasti sempetin main kesini, lumayan bagus. Terakhir kesini bawa keponakan umur 2 tahun dia happy sekali krn ada semacam mini zoo gt.",Positif, , , , , , , 
"Keren sekali.. Cocok untuk anak2 bermain kesana.., memperkenalkan jenis2 binatang secara langsung..",Positif, , , , , , , 
kesini pas siang lagi panas2nya tapi bikin hasil jepretan tambah mantep. sesekali naduh dulu ya ga overheat hpnya hehe,Negatif, , , , , , , 
nah...bagi yang suka foto boleh nyobain di tempat 1 ini.tempat nya sich kecil tapi banyak banget spot2 untuk foto nya.ada taman fauna nya juga untuk yang bawa anak2.,Positif, , , , , , , 
"Tempatnya asyik, bisa buat bermain sekaligus edukasi untuk anak anak. Ada wahana naik kuda, aneka satwa, pengolahan kopi dll.",Positif, , , , , , , 
"Tempat ini sangat cocok untuk rekreasi bersama keluarga. Banyak spot foto kekinian. Ada banyak juga hewan2 seperti burung, kelinci, dan kambing. Sangat pas untuk mengajak sikecil rekreasi. Tempat ini juga banyak pohon rindang. Sangat recomended untuk merefresh pikiran",Positif, , , , , , , 
"Tempat berrekreasi bagi keluarga yang cukup unik, ada berbagai macam hewan yang tersedia dalam kebun binatang mini yang cukup luas. Dan ada juga lang lang buana yang bisa poyo poto serasa diluar negeri. …",Positif, , , , , , , 
"Tempatnya luas sejuk,uda ada mini zoo nya jg.jd bisa ada 2 spot untuk foto2 instagramable  untuk emak2/ayahnya.juga bisa untuk edukasi ttng hewan unk anak juga ada.karena ada mini zoo..",Positif, , , , , , , 
"Parkir.
Parkir luas banget, bisa 40motor dan 15mobil.
Jalan juga mudah diakses. …",Positif, , , , , , , 
"Terakhir kesana 1 tahun yang lalu masih dalam tahap pembangunan. Tiket masuk cukup murah, cuma kalau mau naik kuda harus rela antri cukup banyak apalagi saat musim liburan. Tempat yang cocok untuk membawa anak2, wisata edukasi untuk mengenal alam sekitar dan binatang. Tempat parkir cukup luas dan akses jalan yang mudah.",Positif, , , , , , , 
"aaa wisata rekreasi yang cocok banget buat family maupun anak anak. tiket masuknya setiap orang cuma 35rb, di dalamnya banyak tempat makan dan juga hewan hewan yang gemay, dan spot foto idaman para ibunda ataupun emak emak😍🥰 …",Positif, , , , , , , 
"Tempat wisata yang cocok untuk keluarga, terutama yang masih memiliki anak kecil.
Saran saja... …",Positif, , , , , , , 
"Wisata keluarga yang komplit..mulai dr mini zoo, Spot foto dan jg tempat nongkrong cafe n es cream",Positif, , , , , , , 
"Buat wisata edukasi anak sekaligus foto² selfi buat emaknya, farm mini anak² bisa kasih makan kelinci², ngasih susu ke domba, dan juga bisa naik kuda. Naik kuda dlu 20ribu. Banyak spot foto dan ada hewan melata jg di pojokan",Positif, , , , , , , 
"Kejogja bersama kami

Wa 082242668419 …",Negatif, , , , , , , 
Adem . Banyak tempat santai . Musholla tersedia . Dan banyak hewan hewan untuk di lihat anak anak .,Positif, , , , , , , 
HTM 30K doang udah Bisa rekreasi sambil liat satwa satwa langka.. Disana juga ada spot foto kayak di santorini hahahaa...,Positif, , , , , , , 
